FAKEID,prob of Renewal,prob of Defect,Predicted Defect
085Y64VM,1.0,0.0,0
502H57LH,0.0,1.0,1
090D03KT,1.0,0.0,0
935M35PA,0.0,1.0,1
016M76VY,1.0,0.0,0
616M92FB,1.0,0.0,0
825T70ZJ,1.0,0.0,0
224F19XG,1.0,0.0,0
756X37IK,1.0,0.0,0
604O34NY,1.0,0.0,0
577F35ZP,0.0,1.0,1
671H73AS,1.0,0.0,0
182W65PK,0.0,1.0,1
127P53ZM,0.0,1.0,1
570Y99OM,0.0,1.0,1
784A82PH,1.0,0.0,0
173M89QN,1.0,0.0,0
235E19RX,1.0,0.0,0
399C73FQ,0.0,1.0,1
280R44VK,0.0,1.0,1
734S37VI,1.0,0.0,0
065A90YG,0.0,1.0,1
706J88XI,0.0,1.0,1
113D96XF,0.0,1.0,1
414R20ZO,1.0,0.0,0
061S43LK,0.0,1.0,1
469W66TX,1.0,0.0,0
510K22YJ,0.0,1.0,1
269H32MY,1.0,0.0,0
162V67RA,1.0,0.0,0
753L39NN,0.0,1.0,1
873A90IO,1.0,0.0,0
423N76FR,1.0,0.0,0
359V42UF,0.0,1.0,1
025Z94NZ,0.5,0.5,0
298M13XR,0.0,1.0,1
769F23EP,0.0,1.0,1
467A06OO,0.0,1.0,1
729D16EI,0.0,1.0,1
513S49GO,0.0,1.0,1
076S46VL,1.0,0.0,0
152M05VG,1.0,0.0,0
443T05DW,1.0,0.0,0
926W96HY,0.0,1.0,1
666Z50YQ,1.0,0.0,0
913R67XR,0.0,1.0,1
618J53JK,1.0,0.0,0
279C06TB,0.0,1.0,1
442C04TE,1.0,0.0,0
537P87CO,1.0,0.0,0
153Y38ZF,1.0,0.0,0
979B73RS,0.0,1.0,1
387R71EP,1.0,0.0,0
852G27QZ,1.0,0.0,0
444H69GE,0.0,1.0,1
375N92CD,0.0,1.0,1
225V98SV,1.0,0.0,0
929H76YD,1.0,0.0,0
050I87PM,0.0,1.0,1
388E25DU,1.0,0.0,0
310M72EU,1.0,0.0,0
562T28XU,1.0,0.0,0
955K86MU,1.0,0.0,0
780Z15EZ,1.0,0.0,0
874D21XO,0.0,1.0,1
347X40KY,0.0,1.0,1
777E63LV,1.0,0.0,0
579X69WT,0.0,1.0,1
122Y16JN,0.0,1.0,1
981A69OJ,0.0,1.0,1
591K89LB,0.0,1.0,1
871T24LW,1.0,0.0,0
879K72ZX,0.0,1.0,1
040M49NS,0.0,1.0,1
632Y68OQ,0.5,0.5,0
362R99NI,0.0,1.0,1
606G45NF,1.0,0.0,0
966K16CO,0.0,1.0,1
159V67EN,1.0,0.0,0
825G47YD,1.0,0.0,0
068M73TD,1.0,0.0,0
514F01AV,0.0,1.0,1
124K73VW,0.0,1.0,1
142B74ZL,0.0,1.0,1
869Y70TF,0.0,1.0,1
116G10ME,1.0,0.0,0
790C84ZH,1.0,0.0,0
908J91JS,1.0,0.0,0
418Q28EL,0.0,1.0,1
532U80UH,0.0,1.0,1
156Z53XL,1.0,0.0,0
038X00JU,1.0,0.0,0
514F39PM,1.0,0.0,0
794K76KY,1.0,0.0,0
168R45EK,1.0,0.0,0
235K03AI,1.0,0.0,0
965O60CZ,0.0,1.0,1
554M26RN,0.0,1.0,1
875R00OG,1.0,0.0,0
647M52HU,1.0,0.0,0
798O73OZ,0.0,1.0,1
460R83BY,0.0,1.0,1
209B24DE,0.0,1.0,1
367H89RX,0.0,1.0,1
566V21KH,0.0,1.0,1
464B32JV,1.0,0.0,0
274X05NO,0.5,0.5,0
992N25DC,0.0,1.0,1
187D04XP,1.0,0.0,0
128Z35WO,0.0,1.0,1
658K55LZ,0.0,1.0,1
284R83EK,0.0,1.0,1
052F93LI,1.0,0.0,0
477X95OB,1.0,0.0,0
275W71ST,1.0,0.0,0
110M79XY,1.0,0.0,0
158K16QW,1.0,0.0,0
668K95FC,0.0,1.0,1
491Y79JB,0.5,0.5,0
028T90DW,0.0,1.0,1
727X97US,1.0,0.0,0
369W66XQ,0.0,1.0,1
533O26AS,1.0,0.0,0
551J42MA,1.0,0.0,0
830J69NL,0.0,1.0,1
044J19RB,1.0,0.0,0
501P32RD,0.0,1.0,1
848U29PC,1.0,0.0,0
751A82IG,1.0,0.0,0
684E13HR,0.0,1.0,1
123D94NH,1.0,0.0,0
423P47NI,0.0,1.0,1
220D60DU,0.0,1.0,1
047D56XN,1.0,0.0,0
215V98VA,1.0,0.0,0
646E68WT,0.0,1.0,1
857L25WW,0.0,1.0,1
151B27IM,0.0,1.0,1
813J83LP,1.0,0.0,0
722H95AR,0.0,1.0,1
658L79QB,0.0,1.0,1
067O71DM,0.0,1.0,1
353O49VU,1.0,0.0,0
507T74NY,0.0,1.0,1
339L46ME,1.0,0.0,0
274I07OR,1.0,0.0,0
168X86XI,1.0,0.0,0
196J41EJ,1.0,0.0,0
127M82XV,1.0,0.0,0
391U46GJ,1.0,0.0,0
660R90MU,0.0,1.0,1
712A69VS,0.0,1.0,1
041R86VA,1.0,0.0,0
458F69XJ,1.0,0.0,0
359F98ME,1.0,0.0,0
931Q24XQ,1.0,0.0,0
095F61ZK,0.0,1.0,1
231C87ZT,0.0,1.0,1
771R13JE,0.0,1.0,1
184S54TB,1.0,0.0,0
314U71QR,0.0,1.0,1
048O57UQ,0.5,0.5,0
696W02AI,0.0,1.0,1
132U71YH,1.0,0.0,0
575Z40PX,1.0,0.0,0
242W60KI,0.0,1.0,1
230T07PW,1.0,0.0,0
317L56GJ,1.0,0.0,0
447N83AA,1.0,0.0,0
456I62DD,1.0,0.0,0
717X92OJ,0.0,1.0,1
599O94YL,1.0,0.0,0
442H40XP,0.0,1.0,1
402H69PW,0.0,1.0,1
353X97IT,0.0,1.0,1
175P83BA,0.0,1.0,1
250Y36QG,0.0,1.0,1
533O75DM,1.0,0.0,0
073G26XQ,1.0,0.0,0
303H09ZS,1.0,0.0,0
258K20BF,1.0,0.0,0
869Z35YJ,0.0,1.0,1
914S31QG,0.0,1.0,1
601Z18NA,0.0,1.0,1
726P68IP,0.0,1.0,1
718Z73XN,1.0,0.0,0
501S30KO,0.0,1.0,1
450L32YH,1.0,0.0,0
098V67SE,0.0,1.0,1
778U23YG,1.0,0.0,0
838J52YU,0.0,1.0,1
034W91UO,0.0,1.0,1
370A21ZJ,1.0,0.0,0
713J36RU,1.0,0.0,0
724W75SZ,1.0,0.0,0
880B55VH,1.0,0.0,0
665S45ZI,1.0,0.0,0
766E66HQ,1.0,0.0,0
775G78JT,0.0,1.0,1
900T47YW,0.0,1.0,1
256Y06TL,0.0,1.0,1
631T83MH,0.0,1.0,1
984X89FP,1.0,0.0,0
572O66MO,1.0,0.0,0
510U03JU,0.0,1.0,1
906T25TJ,0.0,1.0,1
143G80FC,0.0,1.0,1
298B58DB,0.0,1.0,1
197V68PV,0.0,1.0,1
652P26GI,1.0,0.0,0
091P69NR,0.0,1.0,1
435R12JQ,0.0,1.0,1
920B13VP,0.0,1.0,1
529D74FG,0.0,1.0,1
251P52AF,0.5,0.5,0
316D79WB,0.0,1.0,1
531O96EY,0.0,1.0,1
663Y98VI,0.0,1.0,1
790Z65LR,0.0,1.0,1
589U26YT,1.0,0.0,0
663G07US,0.0,1.0,1
753C04FZ,0.0,1.0,1
863B17PG,0.0,1.0,1
390E12EO,0.0,1.0,1
191A22UE,1.0,0.0,0
793J67SA,0.0,1.0,1
147C73DL,1.0,0.0,0
311J30WL,1.0,0.0,0
127J64VK,0.0,1.0,1
961K54WP,0.0,1.0,1
211O62HF,1.0,0.0,0
276Q27JD,0.0,1.0,1
788O02HZ,0.0,1.0,1
519N32XE,0.0,1.0,1
508K87RX,0.0,1.0,1
016V77YM,0.0,1.0,1
349D45IR,1.0,0.0,0
415N84IC,1.0,0.0,0
751Y55YN,0.0,1.0,1
362E06ZK,1.0,0.0,0
805T77RW,1.0,0.0,0
449R10KG,0.0,1.0,1
457L18FA,1.0,0.0,0
031I30FR,0.5,0.5,0
121Y08GQ,0.0,1.0,1
862Z24IZ,0.0,1.0,1
512Y10BS,0.0,1.0,1
414B45GW,0.0,1.0,1
457O98IK,1.0,0.0,0
374R99SP,0.0,1.0,1
535X56LF,1.0,0.0,0
137A29MU,0.0,1.0,1
180P98GC,1.0,0.0,0
318L67UE,0.0,1.0,1
595I16BB,0.0,1.0,1
651A01LA,1.0,0.0,0
259Q27FN,1.0,0.0,0
246O90KO,0.0,1.0,1
271Y78AN,0.0,1.0,1
316F03FH,0.0,1.0,1
664J54WM,0.0,1.0,1
576I97NQ,0.0,1.0,1
561K30AT,1.0,0.0,0
125E34XI,0.0,1.0,1
135K36XJ,0.0,1.0,1
842R67QQ,1.0,0.0,0
085P31XP,1.0,0.0,0
743E42JK,0.0,1.0,1
225A00IZ,0.0,1.0,1
277X53NW,0.5,0.5,0
311E01MF,0.0,1.0,1
211K06WP,1.0,0.0,0
743X34YJ,1.0,0.0,0
223Y10PG,1.0,0.0,0
573V55DS,0.0,1.0,1
390U83KK,0.0,1.0,1
538P71VY,1.0,0.0,0
486J56QO,1.0,0.0,0
318P16MX,1.0,0.0,0
661F44HU,0.0,1.0,1
733G13FK,1.0,0.0,0
919R54NJ,1.0,0.0,0
876J08AH,1.0,0.0,0
149E02QR,1.0,0.0,0
494F35TU,1.0,0.0,0
794D70LR,1.0,0.0,0
000S62NO,1.0,0.0,0
534J25DB,0.0,1.0,1
340R45LI,1.0,0.0,0
752V50ZJ,0.0,1.0,1
386S12CB,1.0,0.0,0
413I34ZH,0.0,1.0,1
997H96RK,1.0,0.0,0
647O06OO,0.4,0.6,1
933E81QE,1.0,0.0,0
784I70VK,0.0,1.0,1
776K81TK,0.0,1.0,1
858L01DO,0.0,1.0,1
876D59MG,1.0,0.0,0
931U76AY,1.0,0.0,0
113O94RS,1.0,0.0,0
030S37WY,0.0,1.0,1
428I43FL,0.0,1.0,1
324U06DJ,0.0,1.0,1
179J89YN,1.0,0.0,0
620Q32BR,0.0,1.0,1
167E61AX,1.0,0.0,0
807H87RG,1.0,0.0,0
112Z09TQ,0.0,1.0,1
886A12GM,0.0,1.0,1
948N37DN,1.0,0.0,0
519V27FX,0.0,1.0,1
548G14OS,0.0,1.0,1
146Q75DE,0.0,1.0,1
113F51EN,0.0,1.0,1
999I14UH,0.0,1.0,1
489Z65AO,1.0,0.0,0
604T81ZV,1.0,0.0,0
137M92QB,1.0,0.0,0
065J50TO,0.0,1.0,1
452S24YC,0.0,1.0,1
107W74XT,0.0,1.0,1
716T90QB,0.0,1.0,1
421I07QG,0.0,1.0,1
338M25AK,0.0,1.0,1
687D81HD,1.0,0.0,0
754K60EP,0.0,1.0,1
082J38LH,1.0,0.0,0
534T11RC,1.0,0.0,0
488Z99YA,0.0,1.0,1
821Q49IY,0.0,1.0,1
789J58JN,0.0,1.0,1
402X72CN,0.0,1.0,1
561J67YK,0.0,1.0,1
812K73ZX,1.0,0.0,0
099M09TG,1.0,0.0,0
528N11UD,0.0,1.0,1
556F29JV,0.0,1.0,1
943Z38ZN,0.0,1.0,1
104F34XW,1.0,0.0,0
358E55FA,0.0,1.0,1
060B76AC,0.5,0.5,0
229T15ZP,1.0,0.0,0
239N53TN,1.0,0.0,0
809S78KB,1.0,0.0,0
982A72TM,1.0,0.0,0
331C64EK,0.0,1.0,1
733T51SH,1.0,0.0,0
466X40IT,0.0,1.0,1
608S36DY,0.0,1.0,1
933R75DY,1.0,0.0,0
180E73OC,1.0,0.0,0
805Q69DI,1.0,0.0,0
966K80GY,0.0,1.0,1
665I47ET,1.0,0.0,0
732X84OI,0.0,1.0,1
472W57CN,1.0,0.0,0
698H51KC,1.0,0.0,0
779V44BW,0.0,1.0,1
788N49QE,1.0,0.0,0
815F31YB,1.0,0.0,0
812F80FK,0.0,1.0,1
386P27BA,1.0,0.0,0
780I77VC,1.0,0.0,0
731Y24DE,1.0,0.0,0
280Y63AX,0.0,1.0,1
581E60RF,1.0,0.0,0
966L47TQ,1.0,0.0,0
760U38EQ,0.0,1.0,1
136J67ZN,0.0,1.0,1
880L31DW,1.0,0.0,0
990Q04NL,1.0,0.0,0
281E06BZ,0.0,1.0,1
710K25UZ,0.0,1.0,1
132D15TO,0.0,1.0,1
761H40OO,0.0,1.0,1
174H95BV,1.0,0.0,0
487C36PW,1.0,0.0,0
792S83UF,1.0,0.0,0
855Q30TU,0.0,1.0,1
280B67DL,0.0,1.0,1
574J49XF,1.0,0.0,0
085V22WZ,0.0,1.0,1
907C15XO,1.0,0.0,0
088C53NL,1.0,0.0,0
257I53JZ,0.0,1.0,1
878H89HZ,0.0,1.0,1
622K53JN,1.0,0.0,0
202K76PO,1.0,0.0,0
071Y15PS,1.0,0.0,0
073K48SV,0.0,1.0,1
610U86TD,0.0,1.0,1
457B99RR,1.0,0.0,0
861G07FB,0.0,1.0,1
276J80LE,0.0,1.0,1
814S16LL,1.0,0.0,0
078L17TL,1.0,0.0,0
280L18NN,0.0,1.0,1
031O27WQ,0.0,1.0,1
529L69FF,0.0,1.0,1
227J28WU,1.0,0.0,0
337C23ZM,1.0,0.0,0
297G12RJ,1.0,0.0,0
694L02BC,1.0,0.0,0
338M99PQ,1.0,0.0,0
463L05LS,0.0,1.0,1
508Q40JC,1.0,0.0,0
985B49RU,1.0,0.0,0
046L64EV,0.0,1.0,1
256K99ZZ,1.0,0.0,0
390U61OM,0.0,1.0,1
806V19ZO,0.0,1.0,1
364N72EI,0.0,1.0,1
249R86RJ,1.0,0.0,0
681F19TY,0.0,1.0,1
183A89ZI,0.0,1.0,1
265P82CS,0.0,1.0,1
985B22BO,1.0,0.0,0
685V76DZ,0.0,1.0,1
791H56EX,0.0,1.0,1
105G57UA,1.0,0.0,0
987I15AP,1.0,0.0,0
125W65WL,0.0,1.0,1
875V03DH,0.0,1.0,1
152J24ZJ,0.0,1.0,1
159D64CN,1.0,0.0,0
685I64ZL,0.0,1.0,1
577M52EM,0.0,1.0,1
982O45AX,1.0,0.0,0
649A71EL,0.0,1.0,1
113K97RO,1.0,0.0,0
730P94LI,1.0,0.0,0
683Y74EC,1.0,0.0,0
273J51PU,0.5,0.5,0
990Z30GP,0.0,1.0,1
406I47MA,1.0,0.0,0
911R65YJ,1.0,0.0,0
848X98BL,1.0,0.0,0
529B66XY,0.0,1.0,1
391U53ZQ,0.0,1.0,1
550S56RD,1.0,0.0,0
281I43JW,1.0,0.0,0
312P56ZZ,0.0,1.0,1
715R59SI,0.5,0.5,0
861U51KQ,1.0,0.0,0
578E46TW,1.0,0.0,0
876G99ZJ,0.0,1.0,1
246I46IG,0.0,1.0,1
708W66PB,0.0,1.0,1
013F58GY,0.0,1.0,1
822P36WT,0.0,1.0,1
051H00LK,0.0,1.0,1
237T00QT,0.0,1.0,1
078R60XF,1.0,0.0,0
251P76ZZ,0.0,1.0,1
740A60YA,1.0,0.0,0
089O52EE,0.0,1.0,1
844N17FZ,0.0,1.0,1
348Z91FT,0.0,1.0,1
921Y94CF,0.0,1.0,1
728G17IR,1.0,0.0,0
674K58QJ,1.0,0.0,0
365Y75CI,0.5,0.5,0
369K15IJ,1.0,0.0,0
755T18MH,0.0,1.0,1
589M81ZG,0.0,1.0,1
210M76GO,1.0,0.0,0
066V96SL,1.0,0.0,0
718E68WY,1.0,0.0,0
861L46IC,1.0,0.0,0
288G45FT,0.0,1.0,1
329X54XM,0.0,1.0,1
056W82UP,0.0,1.0,1
169N49MX,0.0,1.0,1
080V45BM,1.0,0.0,0
770X60VP,0.0,1.0,1
687L04BL,0.0,1.0,1
847D47LO,0.0,1.0,1
968C95HX,1.0,0.0,0
566J05OI,0.0,1.0,1
876K71OG,1.0,0.0,0
265R93KT,1.0,0.0,0
685L63AN,0.0,1.0,1
108K46YL,0.0,1.0,1
718C41IS,1.0,0.0,0
016K97PL,0.0,1.0,1
941M44UR,1.0,0.0,0
918Z76HS,1.0,0.0,0
268Z83FV,1.0,0.0,0
379Y86OZ,0.0,1.0,1
019D74PC,0.0,1.0,1
228Z97NR,1.0,0.0,0
016E64YQ,0.0,1.0,1
266B74AO,0.0,1.0,1
707T58QN,1.0,0.0,0
848F31TR,1.0,0.0,0
225N59ZR,1.0,0.0,0
135U84ZJ,1.0,0.0,0
129B11QC,0.5,0.5,0
876R71LW,0.0,1.0,1
453A57RQ,1.0,0.0,0
082Q36CW,0.0,1.0,1
404Z47XR,1.0,0.0,0
885O84FV,0.0,1.0,1
869T97OM,1.0,0.0,0
015C96DY,1.0,0.0,0
528G37IZ,1.0,0.0,0
411W32DR,0.0,1.0,1
800C60FO,0.0,1.0,1
037U08QZ,0.0,1.0,1
523G78XB,0.0,1.0,1
206B28HH,0.0,1.0,1
565S78GM,1.0,0.0,0
807S30YT,1.0,0.0,0
741P61HB,0.0,1.0,1
802K25JF,1.0,0.0,0
741B71HL,0.0,1.0,1
927A39MZ,1.0,0.0,0
967H64FF,0.0,1.0,1
719C06HE,0.0,1.0,1
055Z78CK,0.5,0.5,0
933J76WT,0.0,1.0,1
168V04KY,0.0,1.0,1
619Z80MQ,1.0,0.0,0
918K62UN,1.0,0.0,0
740U92CS,1.0,0.0,0
387L23CQ,1.0,0.0,0
475H08TF,1.0,0.0,0
935K22RV,0.0,1.0,1
529X26JX,1.0,0.0,0
110P98GJ,1.0,0.0,0
173J74LO,0.0,1.0,1
188T38WG,1.0,0.0,0
772V99BF,1.0,0.0,0
487B01PS,0.0,1.0,1
310W87NU,1.0,0.0,0
804P02TO,1.0,0.0,0
657Z71EU,0.0,1.0,1
482A83RK,0.0,1.0,1
192C19RG,0.0,1.0,1
009Y02UV,1.0,0.0,0
231S69CH,1.0,0.0,0
427Q10VX,1.0,0.0,0
894A38NE,0.0,1.0,1
810U67SO,0.0,1.0,1
880P16JY,1.0,0.0,0
731N21IV,0.0,1.0,1
224R35NE,0.0,1.0,1
659F62WO,1.0,0.0,0
991E34EM,0.0,1.0,1
154C64MN,0.0,1.0,1
406L47XF,1.0,0.0,0
930D34QL,0.0,1.0,1
849Q94JC,0.0,1.0,1
956M89DU,1.0,0.0,0
573G60IE,0.0,1.0,1
182P06DK,0.0,1.0,1
902K21UK,1.0,0.0,0
284E64QS,1.0,0.0,0
876E32JU,0.0,1.0,1
877T39YT,1.0,0.0,0
487Y62AG,1.0,0.0,0
413G93RY,1.0,0.0,0
092X26LV,0.0,1.0,1
854X30IB,1.0,0.0,0
495Q19QN,0.0,1.0,1
479A24AS,0.0,1.0,1
593E45JX,0.0,1.0,1
081F16FR,0.0,1.0,1
406I91BJ,1.0,0.0,0
840P45JY,0.0,1.0,1
965L67XW,1.0,0.0,0
406C37LO,0.0,1.0,1
770I25BP,1.0,0.0,0
059D32YA,1.0,0.0,0
579Z92ID,0.0,1.0,1
448Z71QH,0.0,1.0,1
750N91FO,0.0,1.0,1
159B73PF,0.0,1.0,1
334N90YS,1.0,0.0,0
548X00TX,0.0,1.0,1
519G62AU,0.0,1.0,1
828C04SM,0.0,1.0,1
362W03EU,0.0,1.0,1
191S04GV,1.0,0.0,0
086D16XV,0.0,1.0,1
814W91KW,0.0,1.0,1
150X99TU,0.0,1.0,1
647Y19SQ,1.0,0.0,0
948T03AU,1.0,0.0,0
986Y39IW,0.0,1.0,1
855E53JM,1.0,0.0,0
256W95OV,1.0,0.0,0
045W47PI,0.0,1.0,1
983M86KY,0.0,1.0,1
023M57LA,0.0,1.0,1
526H36QC,1.0,0.0,0
225J54XN,1.0,0.0,0
139V20BJ,1.0,0.0,0
315M91KE,0.0,1.0,1
102E69YW,1.0,0.0,0
975I89PO,0.5,0.5,0
143S89IU,1.0,0.0,0
445B06MC,0.0,1.0,1
804P04EA,0.0,1.0,1
787T62UV,0.0,1.0,1
368A46BU,1.0,0.0,0
640C14MV,0.0,1.0,1
623M52YJ,0.0,1.0,1
627X82UA,0.0,1.0,1
155N52LP,1.0,0.0,0
510R60QG,0.0,1.0,1
966H13HH,1.0,0.0,0
276S94RZ,0.0,1.0,1
173H51TE,0.0,1.0,1
640L43JG,1.0,0.0,0
627O21SO,0.0,1.0,1
053J86UN,1.0,0.0,0
671O72EG,0.0,1.0,1
669Q82TG,0.0,1.0,1
035Q63PD,0.5,0.5,0
785A96BF,0.0,1.0,1
709U61OF,0.0,1.0,1
810M21QP,0.0,1.0,1
721V20RC,0.0,1.0,1
530F28JV,1.0,0.0,0
749T44OD,0.0,1.0,1
513E65JD,0.0,1.0,1
857W13LV,0.0,1.0,1
727K28ZU,0.0,1.0,1
301V30VJ,0.0,1.0,1
842D27PT,1.0,0.0,0
661I92EF,0.0,1.0,1
765P09RT,0.0,1.0,1
510K79QO,0.0,1.0,1
675S42BN,0.0,1.0,1
175C40YP,1.0,0.0,0
273I75BI,0.0,1.0,1
020C50LE,0.0,1.0,1
630S39NL,0.0,1.0,1
105L64RT,0.0,1.0,1
752W58AW,1.0,0.0,0
930E49JX,0.0,1.0,1
127U63LU,1.0,0.0,0
906R81YC,0.0,1.0,1
061F73IP,1.0,0.0,0
011S10AH,1.0,0.0,0
343W84YV,1.0,0.0,0
342C24LQ,1.0,0.0,0
230Z65UH,1.0,0.0,0
062L11HR,0.0,1.0,1
401B37HU,1.0,0.0,0
119G26XW,0.0,1.0,1
876A87KC,1.0,0.0,0
487C28RP,1.0,0.0,0
504B32WH,0.0,1.0,1
879V70DX,0.0,1.0,1
250J74WW,1.0,0.0,0
623Y79GF,0.0,1.0,1
278D91CB,0.0,1.0,1
799H85VI,0.0,1.0,1
881C48BS,1.0,0.0,0
439Y88JJ,1.0,0.0,0
862V78RD,0.0,1.0,1
893X45PY,0.0,1.0,1
231E89CY,0.0,1.0,1
214E26KW,0.0,1.0,1
442X16BM,0.0,1.0,1
677T09XN,1.0,0.0,0
574A85DD,1.0,0.0,0
136H12UA,0.0,1.0,1
621R24LJ,1.0,0.0,0
162S32HL,0.0,1.0,1
912Q47JZ,0.5,0.5,0
292O59ZN,0.0,1.0,1
437K91OW,0.0,1.0,1
742F25MY,0.0,1.0,1
350P33YN,1.0,0.0,0
763J67JD,0.0,1.0,1
971C18LB,1.0,0.0,0
533S79RU,1.0,0.0,0
597H80EQ,0.0,1.0,1
803X52JY,0.0,1.0,1
397H74PV,1.0,0.0,0
792G88YF,0.0,1.0,1
982T37AN,1.0,0.0,0
583Z43YC,1.0,0.0,0
662O37WK,0.0,1.0,1
364W43BV,0.0,1.0,1
001T46RN,0.0,1.0,1
518J65JO,1.0,0.0,0
956G76MU,1.0,0.0,0
033R29IT,1.0,0.0,0
608K89FD,0.5,0.5,0
258G32KL,1.0,0.0,0
221F58KA,1.0,0.0,0
414U48NB,1.0,0.0,0
824I09QT,1.0,0.0,0
764E04RE,0.0,1.0,1
379C36AW,0.0,1.0,1
324Y93TS,1.0,0.0,0
920Y42UI,0.0,1.0,1
741K30OF,0.0,1.0,1
311T39ZR,1.0,0.0,0
983V37UR,0.0,1.0,1
824C38HQ,0.0,1.0,1
282I70TB,1.0,0.0,0
093E76QK,1.0,0.0,0
495M97JV,0.0,1.0,1
275Q06OQ,1.0,0.0,0
104Q77QA,0.0,1.0,1
863W48MB,1.0,0.0,0
227F72HT,0.0,1.0,1
796Q51AD,0.0,1.0,1
547K63MX,0.0,1.0,1
315I32KL,1.0,0.0,0
043D57PL,1.0,0.0,0
548D84UM,0.0,1.0,1
799W12WP,0.0,1.0,1
989V98YV,0.0,1.0,1
670B41YD,0.0,1.0,1
113B46XU,1.0,0.0,0
944Y61UI,0.0,1.0,1
476T88KQ,0.0,1.0,1
146N17KS,0.0,1.0,1
412A69JC,1.0,0.0,0
344X46ON,1.0,0.0,0
619V31VC,0.0,1.0,1
610F92YE,0.0,1.0,1
067F60OT,1.0,0.0,0
798M99IR,0.0,1.0,1
184F22IZ,0.0,1.0,1
505J46JC,1.0,0.0,0
023S38SF,1.0,0.0,0
551C27MW,1.0,0.0,0
071X59BU,1.0,0.0,0
229G55YA,1.0,0.0,0
540U83YJ,1.0,0.0,0
833F14YI,1.0,0.0,0
151N89DD,0.0,1.0,1
751E58RE,1.0,0.0,0
036Q82GV,0.0,1.0,1
238P49HE,1.0,0.0,0
225V66XW,0.0,1.0,1
202O91MB,0.5,0.5,0
621N98JO,0.0,1.0,1
373L05AA,0.0,1.0,1
384E23IX,0.0,1.0,1
764X53QC,1.0,0.0,0
215S71ZS,0.0,1.0,1
433F74VR,0.0,1.0,1
380T53BU,0.0,1.0,1
918T16KK,0.0,1.0,1
005Y83SB,1.0,0.0,0
584Q92RP,1.0,0.0,0
305J80NJ,0.0,1.0,1
787G34DL,0.0,1.0,1
316Z13BL,0.0,1.0,1
355O31AV,1.0,0.0,0
649G91HW,0.0,1.0,1
655Y47FW,0.0,1.0,1
216K51DC,0.0,1.0,1
755U18LL,1.0,0.0,0
012K18AU,0.0,1.0,1
536J27FA,1.0,0.0,0
281K58ZZ,1.0,0.0,0
760P70OX,1.0,0.0,0
717J19NJ,0.0,1.0,1
171N74OO,1.0,0.0,0
387U05AZ,1.0,0.0,0
605G81SI,1.0,0.0,0
483J80ZU,1.0,0.0,0
280U98AO,0.0,1.0,1
266T57BS,1.0,0.0,0
161X82RF,0.0,1.0,1
153V42XF,0.0,1.0,1
482D87RZ,0.0,1.0,1
212S57KR,0.0,1.0,1
773E24LY,0.0,1.0,1
189Z06DT,0.0,1.0,1
209B05OC,1.0,0.0,0
955O60JU,0.0,1.0,1
604Q26DY,0.0,1.0,1
978B90GO,0.0,1.0,1
198W78TC,0.0,1.0,1
627W27UD,0.0,1.0,1
239L77XV,1.0,0.0,0
450V62FZ,0.0,1.0,1
610R11FW,0.0,1.0,1
385C88TV,0.0,1.0,1
112N34AS,0.0,1.0,1
579V65VA,1.0,0.0,0
533J22GA,1.0,0.0,0
985L42MM,0.0,1.0,1
655L84PZ,0.0,1.0,1
562V27TR,0.0,1.0,1
633F73XC,1.0,0.0,0
109J63AE,0.0,1.0,1
949L73XH,0.0,1.0,1
052V28PK,1.0,0.0,0
266N01PK,0.0,1.0,1
495Y55SI,1.0,0.0,0
900S03EP,1.0,0.0,0
586K17MC,1.0,0.0,0
582T33OR,0.0,1.0,1
681W71UW,1.0,0.0,0
094W15QM,0.0,1.0,1
299X08DU,1.0,0.0,0
671M09DF,1.0,0.0,0
319Y02IO,0.0,1.0,1
363I28HP,1.0,0.0,0
972O67QY,1.0,0.0,0
472B59KB,0.0,1.0,1
837R91KZ,1.0,0.0,0
658U54BO,1.0,0.0,0
190Z56KX,0.0,1.0,1
216Q51UL,1.0,0.0,0
526N58ZR,1.0,0.0,0
933J61II,0.0,1.0,1
076P04UC,1.0,0.0,0
159G81EM,1.0,0.0,0
384C56AR,1.0,0.0,0
473X35XM,0.0,1.0,1
965G06CK,0.0,1.0,1
760O21JO,0.0,1.0,1
675U20MH,0.0,1.0,1
323L87YE,0.0,1.0,1
487D11QH,0.0,1.0,1
355R49IA,0.3333333333333333,0.6666666666666666,1
611B82XA,1.0,0.0,0
037H48FA,0.0,1.0,1
528I61TI,0.0,1.0,1
698B47CD,1.0,0.0,0
497Q57CT,0.0,1.0,1
205F64YD,0.0,1.0,1
848R01XY,1.0,0.0,0
823C02TH,0.0,1.0,1
654A15MT,0.0,1.0,1
357H52EF,1.0,0.0,0
170R69IF,1.0,0.0,0
758Y31YX,0.0,1.0,1
424R17SY,0.0,1.0,1
525N29UM,0.0,1.0,1
804T96HR,0.0,1.0,1
573N76ZC,0.0,1.0,1
998O89KZ,0.0,1.0,1
231L84TU,1.0,0.0,0
617R87KI,0.0,1.0,1
978O20RI,0.0,1.0,1
491D05BW,0.0,1.0,1
170K14SS,1.0,0.0,0
925U99PK,0.0,1.0,1
396A27YB,0.0,1.0,1
331W89OV,1.0,0.0,0
290E78ER,1.0,0.0,0
310Y17ET,0.0,1.0,1
255J12HB,0.0,1.0,1
978Z89WF,0.0,1.0,1
